,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
22054,24, Private,241185, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
22055,58, Self-emp-inc,174864, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
22056,35, Private,30529, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
22057,31, Private,301637, Assoc-voc,11.0, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
22058,46, Private,423222, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,60, United-States, >50K
22059,43, Private,214781, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States, >50K
22060,21, Private,242912, HS-grad,9.0, Never-married, Other-service, Other-relative, White, Female,0,0,35, United-States, <=50K
22061,52, Private,191529, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,60, United-States, <=50K
22062,24, Private,117363, Bachelors,13.0, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
22063,22, Private,333158, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,48, United-States, <=50K
22064,39, Private,193260, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,25, Mexico, <=50K
22065,34, State-gov,278378, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
22066,58, Private,111394, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22067,26, Private,102476, Bachelors,13.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
22068,29, Private,26451, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22070,28, Private,210945, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,35, Haiti, <=50K
22071,62, Local-gov,115023, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22072,54, Private,53833, 5th-6th,3.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
22073,36, Private,150057, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
22074,18, Private,128086, 12th,8.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,18, United-States, <=50K
22075,25, Private,28473, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22076,48, Private,155509, Some-college,10.0, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22078,30, Private,171889, Prof-school,15.0, Never-married, Tech-support, Own-child, White, Female,0,0,24, United-States, <=50K
22079,41, Local-gov,185057, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
22080,59, Private,277034, HS-grad,9.0, Divorced, Tech-support, Unmarried, White, Male,0,0,60, United-States, >50K
22081,36, Private,166606, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22082,30, Private,97453, HS-grad,9.0, Divorced, Sales, Unmarried, White, Female,0,0,54, United-States, <=50K
22083,27, Private,136094, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
22085,30, Private,182771, Bachelors,13.0, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,15, China, <=50K
22086,47, Private,418961, Assoc-voc,11.0, Divorced, Sales, Unmarried, Black, Female,0,0,25, United-States, <=50K
22087,39, Private,106961, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
22088,31, Private,81846, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22089,44, Private,105936, Assoc-acdm,12.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22090,37, Private,36425, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22091,28, Private,595088, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,63, United-States, <=50K
22092,38, Private,149018, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22093,26, Private,229613, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
22094,44, Private,33521, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22095,40, Private,70539, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,4386,0,50, United-States, <=50K
22096,53, State-gov,105728, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,28, United-States, >50K
22097,31, Private,193215, Some-college,10.0, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
22098,18, Private,137363, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
22099,43, Self-emp-inc,104892, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
22100,30, Private,149427, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
22101,19, State-gov,176634, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
22102,36, Private,183279, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22104,25, Private,202091, Masters,14.0, Never-married, Prof-specialty, Own-child, White, Female,0,0,60, United-States, <=50K
22105,36, Private,123151, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
22106,22, Private,168187, Some-college,10.0, Never-married, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
22107,42, Federal-gov,33521, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22108,33, State-gov,243678, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
22109,38, Private,164898, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22111,33, State-gov,290614, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22112,52, Self-emp-not-inc,199265, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22113,30, Private,207668, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
22114,18, State-gov,30687, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, United-States, <=50K
22116,17, Private,438996, 10th,6.0, Never-married, Other-service, Other-relative, White, Male,0,0,40, Mexico, <=50K
22117,48, Private,152915, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22119,46, Local-gov,297759, Some-college,10.0, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
22120,55, Private,171242, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
22121,28, Private,206088, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22122,33, Private,182792, HS-grad,9.0, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
22123,44, Private,167725, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States, <=50K
22124,43, Private,160674, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
22125,42, Private,194710, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
22126,39, Private,255027, Assoc-voc,11.0, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
22127,23, Private,204641, 10th,6.0, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,50, United-States, <=50K
22128,20, State-gov,177787, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
22129,29, Private,54932, Some-college,10.0, Divorced, Craft-repair, Unmarried, White, Male,0,0,35, United-States, >50K
22130,54, Self-emp-not-inc,91506, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
22131,34, Private,198634, Assoc-voc,11.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22132,30, Private,227146, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
22133,59, Private,135647, 11th,7.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
22134,40, Private,55508, 7th-8th,4.0, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
22135,37, Private,174912, HS-grad,9.0, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22136,45, Private,175925, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22137,55, Self-emp-not-inc,157486, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
22138,49, Local-gov,329144, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,44, United-States, >50K
22140,49, Self-emp-not-inc,102318, Assoc-acdm,12.0, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States, <=50K
22141,30, Federal-gov,266463, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
22142,56, Federal-gov,107314, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22143,29, Private,114158, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22144,33, Private,124052, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22145,25, Private,144301, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0,0,42, United-States, <=50K
22146,28, Private,176683, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,70, United-States, >50K
22147,23, Private,234663, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
22148,39, Self-emp-not-inc,178948, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,50, United-States, <=50K
22149,37, Self-emp-not-inc,607848, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
22150,39, Private,202937, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
22151,32, Federal-gov,83413, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, >50K
22152,26, Private,212798, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
22153,57, Federal-gov,192258, Some-college,10.0, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
22154,36, Private,112497, 9th,5.0, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, >50K
22155,30, Private,97521, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
22156,27, Private,160972, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22157,21, Private,322931, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,55, United-States, <=50K
22158,22, Private,403519, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22159,43, Local-gov,330174, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22160,20, Private,278155, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
22161,30, Private,39054, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
22162,57, Private,170287, Masters,14.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
22163,42, Private,336643, Assoc-voc,11.0, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
22164,29, Private,264166, Assoc-voc,11.0, Divorced, Other-service, Unmarried, White, Female,0,0,45, Columbia, <=50K
22165,44, Local-gov,433705, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,52, United-States, >50K
22166,28, Private,27044, Assoc-acdm,12.0, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,43, United-States, <=50K
22167,42, Private,165599, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
22168,26, Private,159759, Bachelors,13.0, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
22169,29, Private,385092, Some-college,10.0, Divorced, Prof-specialty, Own-child, White, Female,0,0,36, United-States, <=50K
22170,42, Private,188808, Bachelors,13.0, Divorced, Adm-clerical, Unmarried, White, Male,0,0,30, United-States, <=50K
22171,30, Private,167476, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
22172,21, State-gov,194096, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
22173,59, Private,182460, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
22175,56, Private,232139, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
22176,39, Private,341741, Preschool,1.0, Never-married, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
22177,21, Private,206008, Some-college,10.0, Never-married, Adm-clerical, Own-child, Black, Male,0,0,50, United-States, <=50K
22178,48, Private,344415, Bachelors,13.0, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,37, United-States, >50K
22179,35, State-gov,372130, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
22180,43, Private,27766, Bachelors,13.0, Separated, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, >50K
22181,23, Private,140764, Assoc-voc,11.0, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
22183,41, Private,22201, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
22184,35, Self-emp-inc,187046, Masters,14.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
22185,22, Private,137591, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
22186,53, Private,274276, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22187,42, Private,341757, Some-college,10.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
22188,36, Private,218542, HS-grad,9.0, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
22189,44, Local-gov,190020, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
22190,27, Private,221436, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Cuba, >50K
22191,39, Self-emp-not-inc,52187, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22192,59, Private,158776, 9th,5.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22193,34, Local-gov,51543, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
22194,17, Private,146329, 12th,8.0, Never-married, Sales, Own-child, White, Female,0,0,23, United-States, <=50K
22195,31, Private,397467, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22196,59, Private,105592, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,12, United-States, <=50K
22197,39, Private,78171, Some-college,10.0, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22198,46, State-gov,55377, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
22199,31, Private,258932, HS-grad,9.0, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,80, Italy, <=50K
22200,27, Private,38606, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0,1504,45, United-States, <=50K
22201,18, Private,219841, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
22202,46, Private,156926, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
22203,55, Private,160362, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
22204,48, Private,192161, Bachelors,13.0, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,43, United-States, <=50K
22205,53, Private,208570, HS-grad,9.0, Married-civ-spouse, Sales, Wife, White, Female,0,0,26, United-States, <=50K
22206,44, Self-emp-not-inc,182771, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, South, >50K
22207,43, Private,151089, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
22208,50, Private,163002, HS-grad,9.0, Separated, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
22209,56, Private,155657, 7th-8th,4.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,20, Yugoslavia, <=50K
22210,27, Private,217530, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
22211,20, Private,244406, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
22212,18, Local-gov,152182, 10th,6.0, Never-married, Protective-serv, Own-child, White, Female,0,0,6, United-States, <=50K
22213,34, Private,55717, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,50, United-States, >50K
22214,38, Private,201454, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22215,40, Self-emp-inc,144371, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, <=50K
22216,55, Private,277034, Some-college,10.0, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
22217,35, Self-emp-not-inc,462832, HS-grad,9.0, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, United-States, >50K
22218,26, Private,200681, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
22219,54, State-gov,119565, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
22220,22, Private,192017, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
22221,52, Local-gov,84808, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
22222,33, Private,100154, 10th,6.0, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
22223,42, Private,169383, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22224,19, Without-pay,43887, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0,0,10, United-States, <=50K
22225,45, Private,54260, Some-college,10.0, Divorced, Craft-repair, Unmarried, White, Male,0,0,99, United-States, <=50K
22226,53, Self-emp-not-inc,159876, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,3103,0,72, United-States, <=50K
22227,46, Private,160474, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0,1590,43, United-States, <=50K
22228,25, Private,476334, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22229,90, Private,52386, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22230,33, Private,83671, HS-grad,9.0, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
22231,45, Private,172960, Some-college,10.0, Divorced, Protective-serv, Not-in-family, White, Male,0,0,70, United-States, <=50K
22232,47, Private,191957, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
22233,38, Local-gov,40955, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50K
22235,37, Private,175643, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
22236,53, State-gov,197184, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
22237,56, Private,187295, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22238,18, Private,40822, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
22240,50, Private,240496, Some-college,10.0, Divorced, Tech-support, Not-in-family, White, Female,0,0,36, United-States, <=50K
22241,26, Private,51961, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,20, United-States, <=50K
22242,36, Private,174887, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
22243,37, Private,95855, 11th,7.0, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
22244,32, Private,362259, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
22245,38, Self-emp-not-inc,30916, Assoc-acdm,12.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
22246,62, Private,153148, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0,0,84, United-States, <=50K
22247,46, Private,167915, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22248,41, Private,45156, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,2174,0,41, United-States, <=50K
22249,37, Private,98776, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,15, United-States, <=50K
22251,38, Private,183800, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
22252,35, Private,54595, 12th,8.0, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22253,34, Private,79637, Bachelors,13.0, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22254,50, Private,126566, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
22255,28, Private,233796, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,7298,0,32, United-States, >50K
22256,67, Local-gov,191800, Bachelors,13.0, Divorced, Adm-clerical, Unmarried, Black, Female,6360,0,35, United-States, <=50K
22257,34, Self-emp-not-inc,527162, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
22258,19, Private,139466, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
22259,23, Private,64520, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
22260,50, Private,97741, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
22261,45, Local-gov,160173, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, United-States, >50K
22262,17, Private,350995, 12th,8.0, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
22264,25, Private,143267, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
22265,21, Private,346341, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22266,50, Private,172175, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
22267,17, Private,153035, 10th,6.0, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
22268,63, Private,200127, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22269,31, Local-gov,204470, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States, <=50K
22270,45, Private,353012, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
22271,25, Private,194342, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
22272,20, Private,57898, 12th,8.0, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
22274,42, Private,269028, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, <=50K
22275,56, Private,83922, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22276,47, Private,160647, HS-grad,9.0, Never-married, Farming-fishing, Unmarried, White, Female,0,0,46, United-States, <=50K
22277,69, Private,125437, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
22278,42, Private,246011, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,55, United-States, <=50K
22279,19, Private,216937, HS-grad,9.0, Never-married, Handlers-cleaners, Other-relative, Other, Female,0,0,60, Guatemala, <=50K
22280,56, Self-emp-not-inc,66356, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
22281,33, Private,154981, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,50, United-States, >50K
22282,61, Federal-gov,197311, Masters,14.0, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
22283,38, Private,301743, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
22284,50, Self-emp-not-inc,401118, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,50, United-States, >50K
22285,39, Private,98776, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
22286,35, Self-emp-not-inc,32528, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
22287,27, Private,177119, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,44, United-States, <=50K
22288,40, Self-emp-inc,193524, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
22289,59, State-gov,192258, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22291,42, Federal-gov,214838, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, United-States, >50K
22292,59, Private,176011, Some-college,10.0, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
22293,54, Self-emp-inc,147239, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
22294,38, Private,159179, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
